latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,amenities_count,amenity_wifi,amenity_air_conditioning,amenity_kitchen,amenity_washer,amenity_dryer,amenity_heating,amenity_tv,review_score_total,host_reliability,distance_from_center,room_type_Private room,property_type_Entire cottage,property_type_Entire guest suite,property_type_Entire guesthouse,property_type_Entire home,property_type_Entire loft,property_type_Entire place,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Entire townhouse,property_type_Entire vacation home,property_type_Private room in bed and breakfast,property_type_Private room in condo,property_type_Private room in guest suite,property_type_Private room in guesthouse,property_type_Private room in home,property_type_Private room in rental unit,property_type_Private room in townhouse,property_type_Private room in villa,property_type_Room in aparthotel,property_type_Room in hotel,has_availability_encoded,instant_bookable_encoded
42.66955,-73.78542,0.6195987806946543,-0.32067899095280256,1.2192139960273436,1.3110742081163098,0.6127349210011226,2,365,2,2,365,365,2.0,365.0,1.0588168323539722,0.9166594879892056,0.8911756565759982,1.0973982731136118,-0.5080680490429583,-0.49881333813780687,0.034817289684521045,305,4,-0.6621463074485764,-0.41456752882927067,0.6698567015859048,5.0,5.0,5.0,5.0,4.8,5.0,1,1,0,0,-0.5562361909352995,-0.12066331780162064,1,1,1,1,1,1,1,0.6725842973364224,-0.10157810222513577,1.1951463533605988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
42.66487531,-73.76730339,-1.0070878014386797,-0.32067899095280256,-0.5391082295359002,-0.5235642877296154,-0.8710634546734546,28,365,28,28,365,365,28.0,365.0,1.0588168323539722,0.9166594879892056,0.8911756565759982,1.0973982731136118,-0.5549598324113115,-0.7289513744494828,-0.5802881614086842,305,0,-1.007104573779912,-0.8506572447102734,0.24671427521430495,4.905,4.88,4.94,4.96,4.81,4.83,3,1,2,0,-0.2970015174159788,-1.7562530475934124,1,1,1,0,0,0,0,0.3432340153369676,-0.10383914326950235,0.8203368500148808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
42.66003,-73.7732,-0.6004161559053461,-0.32067899095280256,-0.5391082295359002,-0.5235642877296154,0.9560932228101157,1,365,1,1,365,365,1.0,365.0,0.38014965636291526,0.35696148308232,0.2990241146129112,0.8455824588151769,-0.5549598324113115,-0.7289513744494828,-0.5802881614086842,275,0,-1.007104573779912,-0.8506572447102734,0.24671427521430495,4.905,4.88,4.94,4.96,4.81,4.83,12,1,11,0,-0.2970015174159788,-1.625405869210069,1,1,1,0,0,0,1,0.3432340153369676,-0.10383914326950235,0.2553414238218192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
42.66919,-73.78672,1.4329420717613213,-0.32067899095280256,1.2192139960273436,-0.5235642877296154,-0.18434685105546844,2,365,2,2,365,365,2.0,365.0,1.0588168323539722,0.9166594879892056,0.8911756565759982,1.0973982731136118,-0.47055462234827583,-0.5908685526624773,-0.5802881614086842,305,3,-0.8001296139811107,-0.34970608374570383,0.33738765229393175,5.0,5.0,5.0,5.0,4.78,4.56,8,8,0,0,-0.8964816999294077,1.1878084660318127,1,0,1,1,1,1,1,0.35363455055800097,-0.10248251864288241,1.147506588636778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
42.66972,-73.79544,0.21292713516132086,-0.32067899095280256,0.3400528832457217,-0.5235642877296154,-0.18434685105546844,60,1125,60,60,1125,1125,60.0,1125.0,-1.4861850776124916,-1.8818305365452224,-1.4445332033895117,0.5014341792739826,-0.517446405716629,-0.7289513744494828,-0.5802881614086842,234,0,-1.007104573779912,-0.34970608374570383,0.6698567015859048,5.0,5.0,5.0,5.0,4.75,4.75,2,2,0,0,-0.9720918130392096,1.318655644415156,1,1,1,1,1,1,1,0.4645735929157147,-0.10383914326950235,1.1466546020253032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
42.65873,-73.7494,-0.6004161559053461,-0.32067899095280256,-0.5391082295359002,-0.5235642877296154,-0.18434685105546844,13,1125,13,13,1125,1125,13.0,1125.0,1.0588168323539722,0.9166594879892056,0.8911756565759982,1.0973982731136118,-0.5268247623902996,-0.7289513744494828,-0.5802881614086842,305,0,-1.007104573779912,-0.34970608374570383,0.6698567015859048,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,-0.9828932577691812,0.729843341690111,1,1,1,1,1,1,1,0.8112581002835609,-0.10383914326950235,0.29631307597301093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
42.67773,-73.73899,0.21292713516132086,-0.32067899095280256,-0.5391082295359002,-0.5235642877296154,-0.18434685105546844,1,800,1,1,800,800,1.0,800.0,-1.4861850776124916,-1.8818305365452224,-2.069582053239437,-0.33795186838746705,1.0674958721337071,-0.4067581236131365,1.2650281918709314,134,2,-0.5241630009160422,-0.34970608374570383,0.6396322425593626,4.99,4.99,4.99,4.99,4.97,4.95,1,1,0,0,0.46990105841201124,0.7952669308817827,1,1,1,1,1,1,1,0.7280538185152756,-0.09788351453923778,2.4249913603351385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
42.65578,-73.78641,1.0262704262279878,-0.32067899095280256,0.3400528832457217,-0.5235642877296154,-0.18434685105546844,3,365,3,3,1125,1125,3.0,1125.0,0.12564946536626886,0.12375398103778437,0.10164026729188215,-0.6821001479286614,-0.11417706874879197,0.007490341747880037,0.6499227407777264,152,12,0.09676187848036208,-0.34970608374570383,0.39783657034701897,4.91,4.89,4.96,4.98,4.81,4.87,9,9,0,0,-0.16738418065631852,0.6644197524984393,1,1,1,1,1,1,1,0.40910407173685787,-0.08657838549289991,-0.2955121196829885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
42.645252,-73.753433,1.0262704262279878,-0.32067899095280256,1.2192139960273436,-0.5235642877296154,-0.18434685105546844,1,1125,1,1,1125,1125,1.0,1125.0,-1.4861850776124916,-1.8818305365452224,-2.069582053239437,-1.9579669403740647,-0.39552776895891084,-0.49881333813780687,-0.5802881614086842,0,6,-0.6621463074485764,-0.34970608374570383,-0.7506928726616116,4.59,4.29,4.71,4.71,4.12,4.53,4,4,0,0,-0.6534491935050447,-0.644052031334994,1,1,1,1,1,1,1,-1.3035173946603065,0.721440837924302,-1.1862506405269237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
42.65623,-73.7641152,1.0262704262279878,-0.32067899095280256,1.2192139960273436,-0.5235642877296154,-0.18434685105546844,14,27,7,7,27,27,7.0,27.0,-1.4861850776124916,-1.8818305365452224,-2.069582053239437,-1.9579669403740647,-0.442419552327264,-0.7289513744494828,-0.5802881614086842,0,7,-1.007104573779912,-0.34970608374570383,0.6698567015859048,5.0,4.92,4.92,5.0,4.83,5.0,1,1,0,0,-0.642647748775073,-0.9057463881016806,1,1,1,1,1,1,1,0.5824463254207828,-0.10383914326950235,-0.08685191609446526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
42.64342,-73.75742,-0.6004161559053461,-0.32067899095280256,-0.5391082295359002,-0.5235642877296154,-0.18434685105546844,1,365,1,1,365,365,1.0,365.0,-1.4861850776124916,-1.8818305365452224,-2.069582053239437,-1.9579669403740647,0.2984706248927157,0.28365598532189107,-0.5802881614086842,0,25,0.5107117980779649,-0.34970608374570383,-0.26710152823692446,4.81,4.91,4.75,4.87,4.09,4.59,23,23,0,0,0.3078793874624359,-0.1860869069932923,1,1,1,1,1,1,1,-0.5616125488931153,3.5273927739832374,-1.4147190149864022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
42.67242,-73.79292,0.21292713516132086,-0.32067899095280256,0.3400528832457217,-0.5235642877296154,-0.18434685105546844,1,365,1,1,365,365,1.0,365.0,-1.4861850776124916,-0.4825855242780083,-0.12864088791598505,-1.4627291722538094,0.24220048485069193,0.5137940216335669,-0.5802881614086842,59,30,0.8556700644093006,-0.34970608374570383,0.24671427521430495,4.89,4.94,4.95,4.87,4.84,4.79,23,23,0,0,0.15665916124283213,-1.232864334060039,1,1,1,0,1,1,1,0.3120324096738602,-0.02956394496205995,1.454202779956612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
42.67075,-73.79704,1.4329420717613213,-0.32067899095280256,1.2192139960273436,-0.5235642877296154,-0.18434685105546844,2,365,2,2,1125,1125,2.0,1125.0,-1.3165182836147273,-0.9490005283670797,-0.5563058904448812,-0.44707205458345545,-0.5268247623902996,-0.5908685526624773,-0.5802881614086842,180,3,-0.8001296139811107,-0.34970608374570383,0.6698567015859048,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,-0.8046694197246484,0.337301806540081,1,1,1,1,1,1,1,0.8112581002835609,-0.1011034085252135,1.2473105710876253,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
